"","Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
"498",1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,1
"499",1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,1
"500",1,1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,1
"501",1,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,1
"502",1,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,1
"503",1,4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,2,1,1
"504",1,4,24,4,5,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,1
"505",1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1
"506",1,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,1
"507",1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,1
"508",1,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1
"509",1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1
"510",1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,1
"511",1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,1
"512",1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,1
"513",1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,1
"514",1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1
"515",1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1
"516",1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,1
"517",1,2,24,3,9,6967,2,4,4,3,1,4,3,36,3,1,1,4,1,2,1
"518",0,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1
"519",0,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1
"520",0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1
"521",0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,1
"522",0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1
"523",1,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,1
"524",1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1
"525",1,2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,1
"526",1,4,36,4,3,9566,1,3,2,2,1,2,3,31,2,2,2,3,1,1,1
"527",1,1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,1,1,1
"528",1,2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,1,1
"529",1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,1
"530",1,4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,1,1,1
"531",1,4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,1,1
"532",1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,1
"533",1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,1
"534",1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,1
"535",1,1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,1,1
"536",1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,1
"537",1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,1
"538",1,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1
"539",1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,1,2,1
"540",1,2,18,0,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,1
"541",0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1
"542",1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,2,1
"543",0,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,1
"544",1,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1
"545",1,4,4,4,3,1544,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1
"546",1,2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,1,2,1
"547",1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1
"548",1,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,2,1
"549",1,2,12,2,0,1007,4,3,4,4,1,1,1,22,3,2,1,3,1,1,1
"550",1,4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,1,2,1
"551",1,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,2,1
"552",1,4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,2,1,1
"553",1,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,1
"554",1,4,10,2,8,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,1
"555",1,2,11,2,2,1577,4,2,4,2,1,1,1,20,3,2,1,3,1,1,1
"556",1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,1,2,1
"557",1,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1
"558",1,3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,1,2,1
"559",1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,1
"560",1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,1
"561",1,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1
"562",1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,1,1,1
"563",0,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,1,1,1
"564",1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1
"565",1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,1
"566",1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,2,1
"567",1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,1
"568",1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,1
"569",1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,1
"570",1,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1
"571",1,3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,1,1,1
"572",1,4,36,2,6,9055,5,3,2,3,1,4,4,35,3,3,1,2,2,2,1
"573",1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,1,1
"574",1,2,30,1,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,2,2,1
"575",1,2,36,2,1,6948,1,3,2,3,1,2,3,35,3,1,1,4,1,2,1
"576",1,2,48,0,9,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,2,1
"577",0,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1
"578",0,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,1
"579",0,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1
"580",0,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1
"581",0,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1
"582",0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1
"583",0,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1
"584",0,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1
"585",0,1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,1,2,1
"586",1,1,24,2,1,2910,1,4,2,3,1,1,4,34,3,3,1,4,1,2,1
"587",1,1,18,4,0,5302,1,5,2,3,1,4,4,36,3,3,3,4,1,2,1
"588",1,1,36,2,2,3620,1,3,1,3,3,2,2,37,3,2,1,3,2,1,1
"589",1,1,18,2,3,3509,1,4,4,2,3,1,1,25,3,2,1,3,1,1,1
"590",1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,1
"591",1,1,12,2,2,1657,1,3,2,3,1,2,1,27,3,2,1,3,1,1,1
"592",1,1,8,4,10,1164,1,5,3,3,1,4,4,51,1,3,2,4,2,2,1
"593",0,1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,1,2,1
"594",0,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,1,1
"595",1,1,30,0,2,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,1,1
"596",1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,1
"597",1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,2,1,1
"598",1,1,21,4,0,571,1,5,4,3,1,4,1,65,3,2,2,3,1,1,1
"599",1,1,30,2,3,2522,1,5,1,3,3,3,2,39,3,2,1,3,2,1,1
"600",0,1,36,2,2,5179,1,4,4,3,1,2,2,29,3,2,1,3,1,1,1
"601",0,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,1
"602",1,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,1
"603",1,1,6,2,0,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,2,1
"604",1,1,12,2,2,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,1,1
"605",0,1,36,2,2,2712,1,5,2,3,1,2,2,41,1,2,1,3,2,1,1
"606",1,1,15,4,2,975,1,3,2,1,1,3,2,25,3,2,2,3,1,1,1
"607",1,2,6,3,2,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,2,2
"608",1,1,6,4,0,609,1,4,4,2,1,3,2,37,3,2,2,3,1,1,1
"609",1,1,48,2,1,4788,1,4,4,3,1,3,2,26,3,2,1,3,2,1,1
"610",1,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,1,1
"611",0,2,12,2,0,836,2,2,4,2,1,2,2,23,1,2,1,2,1,1,1
"612",1,1,12,2,2,2577,1,3,2,1,1,1,3,42,3,2,1,3,1,1,1
"613",1,1,12,2,2,1620,1,3,2,2,2,3,2,30,3,2,1,3,1,1,1
"614",1,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,1
"615",1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,1
"616",1,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1
"617",1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,1
"618",1,1,18,2,0,2249,2,4,4,3,1,3,3,30,3,2,1,4,2,2,1
"619",0,1,30,2,2,3108,1,2,2,1,1,4,2,31,3,2,1,2,1,1,1
"620",1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,1
"621",1,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1
"622",1,4,24,4,10,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,2,1
"623",1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,1,1,1
"624",1,1,12,2,2,3590,1,3,2,3,2,2,2,29,3,2,1,2,2,1,1
"625",1,1,24,4,1,6615,1,1,2,3,1,4,4,75,3,3,2,4,1,2,1
"626",1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,1,2,1
"627",1,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1
"628",1,4,18,4,3,1582,4,5,4,3,1,4,3,46,3,2,2,3,1,1,1
"629",1,4,6,2,8,1238,5,1,4,3,1,4,2,36,3,2,1,4,2,2,1
"630",1,1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,1,1,1
"631",1,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,1
"632",1,1,42,2,2,7882,1,4,2,3,3,4,2,45,3,3,1,3,2,1,1
"633",1,1,24,2,2,4169,1,3,4,3,1,4,2,28,3,2,1,3,1,1,1
"634",1,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,1
"635",1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,2,2,1
"636",1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,1
"637",0,1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,1,1
"638",1,1,13,4,9,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,1,1
"639",1,1,20,4,2,4272,1,5,1,2,1,4,2,24,3,2,2,3,1,1,1
"640",1,1,24,4,1,2957,1,5,4,3,1,4,2,63,3,2,2,3,1,2,1
"641",1,1,36,4,2,2348,1,3,3,4,1,2,2,46,3,2,2,3,1,2,1
"642",1,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1
"643",1,1,24,4,1,6419,1,5,2,2,1,4,4,44,3,3,2,4,2,2,1
"644",0,1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,1,1,1
"645",1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,1
"646",1,1,36,2,10,15857,1,1,2,1,2,3,3,43,3,2,1,4,1,1,1
"647",1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1
"648",1,4,48,3,3,7238,5,5,3,3,1,3,3,32,1,2,2,3,2,1,1
"649",1,2,30,3,9,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,1,1
"650",1,2,18,2,9,2622,2,3,4,3,1,4,3,34,3,2,1,3,1,1,1
"651",1,2,24,2,2,4351,5,3,1,2,1,4,2,48,3,2,1,2,1,2,1
"652",1,2,6,2,3,368,5,5,4,3,1,4,2,38,3,2,1,3,1,1,1
"653",1,2,12,2,8,754,5,5,4,3,1,4,2,38,3,2,2,3,1,1,1
"654",1,4,24,4,3,2424,5,5,4,3,1,4,2,53,3,2,2,3,1,1,1
"655",1,2,48,3,9,6681,5,3,4,3,1,4,4,38,3,3,1,3,2,2,1
"656",1,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,1
"657",0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,1
"658",1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1
"659",1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,2
"660",1,2,6,2,3,590,1,2,3,4,1,3,1,26,3,2,1,2,1,1,2
"661",1,2,8,2,3,1414,1,3,4,3,3,2,1,33,3,2,1,3,1,1,2
"662",1,2,12,2,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,1,1
"663",1,2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,1,1,1
"664",1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,2,1,1
"665",1,1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,1,1,1
"666",1,2,12,2,3,1092,1,3,4,2,3,4,1,49,3,2,2,3,1,2,1
"667",1,2,7,2,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,1,1
"668",1,2,13,4,3,882,1,2,4,3,3,4,1,23,3,2,2,3,1,1,1
"669",1,2,18,2,3,866,1,3,4,4,3,2,1,25,3,2,1,2,1,1,1
"670",1,2,7,2,3,2415,1,3,3,3,3,2,1,34,3,2,1,3,1,1,1
"671",1,2,13,2,3,2101,1,2,2,2,3,4,2,23,3,2,1,2,1,1,1
"672",1,2,18,2,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,1,1
"673",1,2,18,2,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,1,1
"674",1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1
"675",1,2,12,2,3,625,1,2,4,4,3,1,1,26,1,2,1,2,1,1,1
"676",1,3,6,4,0,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,2,1
"677",1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1
"678",1,2,18,4,3,1795,1,5,3,2,3,4,1,48,1,1,2,2,1,2,1
"679",1,2,15,4,3,2728,5,4,4,3,3,2,1,35,1,2,3,3,1,2,1
"680",1,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1
"681",1,2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,1,1
"682",1,2,12,2,3,1155,1,5,3,4,3,3,1,40,1,2,2,2,1,1,1
"683",1,2,20,3,1,7057,5,4,3,3,1,4,2,36,1,1,2,4,2,2,1
"684",1,2,15,4,3,1537,5,5,4,3,3,4,1,50,3,2,2,3,1,2,1
"685",1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1
"686",1,4,24,4,2,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,1,1
"687",1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,1,1,1
"688",1,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,1,1
"689",1,3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,1,1,1
"690",0,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,1,1,1
"691",1,4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,1
"692",1,1,12,2,0,1168,1,3,4,4,1,3,1,27,3,2,1,2,1,1,1
"693",1,2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,1
"694",1,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1
"695",1,4,12,2,2,1768,1,3,3,3,1,2,1,24,3,1,1,2,1,1,1
"696",1,4,60,3,3,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,2,1
"697",1,3,12,3,0,2247,1,3,2,2,1,2,3,36,2,2,2,3,1,2,1
"698",1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,1
"699",1,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,1
"700",1,1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,1,2,1
"701",0,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1
"702",1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1
"703",1,1,18,3,6,8471,5,3,1,2,1,2,3,23,3,1,2,3,1,2,1
"704",1,1,30,2,2,3622,4,5,4,2,1,4,2,57,3,1,2,3,1,2,1
"705",1,1,6,4,3,1169,5,5,4,3,1,4,1,67,3,2,2,3,1,2,1
"706",1,4,15,2,4,1262,3,4,4,3,1,3,2,36,3,2,2,3,1,2,1
"707",1,3,24,4,2,3617,5,5,4,3,2,4,4,20,3,1,2,3,1,1,1
"708",1,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1
"709",0,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,1
"710",1,4,48,4,6,6110,1,3,1,3,1,3,4,31,1,3,1,3,1,2,1
"711",1,4,24,2,0,3757,1,5,4,2,2,4,4,62,3,3,1,3,1,2,1
"712",1,1,42,4,5,3394,1,1,4,3,2,4,3,65,3,2,2,1,1,1,1
"713",1,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1
"714",1,4,9,4,6,1244,5,5,4,2,1,4,2,41,3,1,2,2,1,1,1
"715",1,4,6,2,0,3518,1,3,2,3,3,3,2,26,3,1,1,3,1,1,1
"716",1,4,36,0,5,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,1
"717",1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,1
"718",0,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1
"719",0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1
"720",0,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1
"721",0,2,48,3,6,6224,1,5,4,3,1,4,4,50,3,3,1,3,1,1,1
"722",1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1
"723",1,4,21,3,1,2993,1,3,3,3,1,2,1,28,2,2,2,2,1,1,1
"724",1,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1
"725",1,1,24,2,2,4020,1,3,2,3,1,2,3,27,2,2,1,3,1,1,1
"726",1,2,18,2,1,2779,1,3,1,4,1,3,3,21,3,1,1,3,1,2,1
"727",1,4,21,2,0,2782,3,4,1,2,1,2,3,31,1,2,1,4,1,1,1
"728",1,4,12,2,0,1884,1,5,4,3,1,4,3,39,3,2,1,4,1,2,1
"729",1,4,36,4,1,11054,5,3,4,3,1,2,3,30,3,2,1,4,1,2,1
"730",1,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,1
"731",1,2,42,1,1,9283,1,1,1,3,1,2,4,55,1,3,1,4,1,2,1
"732",1,4,60,2,0,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,2,1
"733",1,4,15,4,1,3368,4,5,3,3,1,4,4,23,3,1,2,3,1,2,1
"734",1,1,15,2,0,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,1,1
"735",1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1
"736",1,4,6,2,4,1338,3,3,1,1,1,4,1,62,3,2,1,3,1,1,1
"737",1,2,9,2,3,1082,1,5,4,3,1,4,3,37,3,2,2,2,1,1,1
"738",1,4,18,4,3,1149,4,3,4,3,1,3,1,46,3,2,2,3,1,1,1
"739",1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,1
"740",1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1
"741",1,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,1
"742",1,4,12,2,3,3059,4,4,2,1,1,4,1,61,3,2,1,2,1,1,1
"743",0,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,1
"744",1,4,30,4,1,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,1,1
"745",1,4,30,2,1,4811,5,4,2,2,1,4,2,24,2,1,1,2,1,1,1
"746",1,4,6,2,2,1766,1,3,1,4,1,2,2,21,3,1,1,3,1,1,1
"747",1,2,24,2,1,2760,5,5,4,3,1,4,4,36,1,3,1,3,1,2,1
"748",1,4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,1
